"id","service","s_amount"
805,Lavka,"[-524,-2986,705,9,-1648,-1674,2031,-1172,102,-1323,-1187,128,35]"
805,Market,"[-821,-232,-1236,-164,-532,1861,449,788,-1277]"
805,Taxi,"[1514,-395,-386,953,-190,3007,2445,-2642,2647,-793,32,-1220]"
806,Drive,"[312,2588]"
806,Eda,"[2321,-1314]"
806,Lavka,[203]
806,Market,"[-212,-420]"
806,Taxi,"[-1107,83,-57,-26]"
807,Drive,"[470,-97,-231,-822,-941,-182,88,592,192]"
807,Eda,"[546,-111,-33,-784]"
807,Lavka,"[1533,-120,-1399,-489,5467,-501]"
807,Market,"[79,600,-55,134]"
807,Taxi,"[1164,416]"
808,Drive,"[-408,744,374,-250,779,-291,130,266,288,-1030,-3456,-172,-80,339,-1157,-1776,-164,-229,2005,-585,250]"
808,Eda,"[1743,402,390,-24,981,855,161,-2293,1163,178,686,250,-823,-76,240,-761]"
808,Lavka,"[732,91,-130,-42,1913,-445,-877,51,-159,2080,1203,286,286,-1,-1292,-1562,1232,182,521]"
808,Market,"[-1743,467,-390,-374,723,1133,1649,1841,203,-330,1860,-335,-935,-409,-293,1204,-2233,-119,582,229,427]"
808,Taxi,"[-1284,-614,285,-248,1114,-1041,567,-3346,-148,685,-3844,591,2668,-1405,1717,-1574,92,1194,-357,-250]"
809,Drive,"[-241,915,2374,-424,-2709,-63]"
809,Eda,"[9,1614,-268,-131,-2378,-191]"
809,Lavka,"[-727,24,-24,527,-227,-175,1551,-1652]"
809,Market,"[106,-300,-77,191]"
809,Taxi,"[-115,-646,2109,865,63]"
810,Drive,"[3630,-2173]"
810,Eda,"[-168,-760]"
810,Lavka,"[342,-2009,1017]"
810,Market,[1667]
810,Taxi,[168]
811,Drive,"[696,-364,-214,584,-1908,-96,-466,870,-376,-1036,-628,1548]"
811,Eda,"[523,194,-283,-571,-518,-535,-189,2929,-160,-105,2003,-586,-1660]"
811,Lavka,"[-90,142,-1883,-555,199,-1105,876,304]"
811,Market,"[404,1005,-509,1150,-1367,2160,-1513,565,-2080,1871,143]"
811,Taxi,"[108,-108,514,94,4377,-712,-256,-873,2956,654,-979]"
812,Drive,"[335,189,44,-964,-278,-289,-122,2875,1001,2734,533]"
812,Eda,"[2169,-604,-174,-62,1601,-976,60]"
812,Lavka,"[-140,289,633,81,1076,346,-462,-270,-1156,711,-290,2046]"
812,Market,"[565,-580,627,452,-1105,1728,688,-1069,206]"
812,Taxi,"[104,-17,-818,16,-1047,92,167,-1316,-912,-199,50,-917,-409,2150]"
813,Drive,"[1160,-385,-816,234,751,506,590,-361,128,-515]"
813,Eda,"[83,-190,-997,-330,-434,455,240,645,1676,-1432,-431,1336,953]"
813,Lavka,"[1360,-1435,934,109,2564,819,-58]"
813,Market,"[1034,-457,-1094,681,-34,1534,1557,-258]"
813,Taxi,"[340,1098,489,516,513,920]"
814,Drive,"[3296,420,-385,1404,845,681]"
814,Eda,"[-3991,-35,283,1822,-22]"
814,Lavka,"[430,-60,1002]"
814,Market,"[3945,-659]"
814,Taxi,"[322,-879,489,1059,-128,-982]"
815,Drive,"[-403,506,232,-57,-785,163,1156]"
815,Eda,"[-375,1158,780,-1061,-304,415,2063,-2052,-13,918,-453,427,-54]"
815,Lavka,"[86,-791,399,1912,-1215,365,-529,-534]"
815,Market,"[1240,34,3408,-640,988,426,-331,2043,-1574,412,471,-1480,-139,-689,-322,26]"
815,Taxi,"[444,526,525,-1009,2396,-524,-353,154,-2770,2554,-226,-603,-611,-2703]"
816,Drive,"[1750,282,1049,-233,-3886,-2042,881]"
816,Eda,"[-303,939,-200,-30,1028,153,605,-512,-585,-39,80,790,905]"
816,Lavka,"[1417,1327,-1315,900,1719,-467,696,-458,-1577,188,-1317,1049]"
816,Market,"[2730,1162,94,-1230,28,-253,858,592,77,285,1115]"
816,Taxi,"[-1114,745,616,-1514,-1442,790,680,63,-406,1703,743]"
817,Drive,"[2662,511,46,-176,85,36,1848,89,-1131,241,3449,-3449,1123,-186,312,407,1713,271,1354,-1210,-53,-25,-277]"
817,Eda,"[-1403,866,-232,-1159,-621,50,-165,586,1388,-491,-855,-88,-279,-412,-312,-234,897,108,656,1532,-987,-600,-57]"
817,Lavka,"[-617,414,2691,-436,442,304,-801,-39,-674,1911,-791,-517,-606,104,-165,1103,-5,1810,2439]"
817,Market,"[106,1756,-612,18,-521,324,-2149,2656,249,3429,-404,-1363]"
817,Taxi,"[199,465,-355,-58,834,732,382,-2264,-2657,186,-1924,-746,130,818,12]"
818,Drive,"[-681,-99,-1334,-322]"
818,Eda,"[769,20,-1171,-1166,-302,-281,391]"
818,Lavka,"[802,-802,4019]"
818,Market,"[1054,1639,-52]"
818,Taxi,"[538,1378,657,-969,1154]"
819,Drive,"[999,616,-129,-504,-1941,135,534,595,399,-272,413]"
819,Eda,"[66,1232,480,995,1110,-204]"
819,Lavka,"[-354,917,1093,457,70,1917,-113,-50,-890,-368]"
819,Market,"[228,706,778,-1406]"
819,Taxi,"[-144,925,-42,-311,-506,860]"
820,Drive,"[552,-163,598,655,214,-68,-6,-990,1548,-106,192,-3225,3493,-11,-240,-14,-55,-53,-484,510,-471]"
820,Eda,"[-442,-110,-439,494,1072,1630,-3345,2155,-1360,767,11]"
820,Lavka,"[106,-139,2579,-1167,495,1026,-790,-1562,846,1007,-246,-128,910,-9,-724,170,-928,1265]"
820,Market,"[33,-364,2216,1039,-811,246,-857,383,-238,-253,742,321,-1725,-1725]"
820,Taxi,"[803,97,-2298,-2806,-1719,187,2181,651,253,840,-4411,1182,620,393]"
821,Drive,"[-52,-410,-530,36,871,-331,-2074]"
821,Eda,"[1143,133,1014,1238]"
821,Lavka,"[474,-964,-733,513,-466,1223,314]"
821,Market,"[52,490,530,-26,778,175,-637,-862,-441,-1811]"
821,Taxi,"[-881,372,862]"
822,Drive,"[2232,140,-155,-777,-3132,665,98,-17,-492,1002,-80]"
822,Eda,"[236,223,-2269,-204,764,98,675,623]"
822,Lavka,"[701,-1312,2139,352,-314,-81,155,-39,17,-662,-98,-584,326,-2211]"
822,Market,"[611,345,952,-98,-102,1043,685,-18]"
822,Taxi,"[367,-374,-665,204,1634,-1257]"
823,Drive,"[871,-1298,-324,1,-2069,-425,495,-2033,-396,770,-184]"
823,Eda,"[2160,-343,-813,-676,533,27,969,596,183,395,1241,427]"
823,Lavka,"[-1733,562,206,1290,-394,97,-363]"
823,Market,"[-1511,349,1871,-657,-89,-367,1013,-303,-557,533,-193,756,-1656,1520,3918,2740]"
823,Taxi,"[-389,2661,746,-443,1856,-1156,2552,23,-147,3080,844,-751,-1353,933,-1033,3343,1151,-1018,650,1439,314]"
824,Drive,"[-393,2842,-116,-1280,1374,-149,-311,-832,2293]"
824,Eda,"[1075,149,791,2579,-535]"
824,Lavka,"[-6,-301,825,-1144,625,-310,391,114,-1121,-116,1128]"
824,Market,"[399,-634,-971,-391,333,915,-345,259,-881,206]"
824,Taxi,"[-1119,-321,-545,101,3,180,715,895,-1240,1629]"
825,Drive,"[602,-988,261,865,-620,343,-61,-564,440,485,648,187,-187,589]"
825,Eda,"[-742,-299,-1631,-633,-3686,1386,953,465]"
825,Lavka,"[589,-807,130,108,1281,3268,-1749]"
825,Market,"[1122,-982,1101,2964,-8,-2471]"
825,Taxi,"[85,2795,321,-648,-1098,229,-3516]"
826,Drive,"[-94,1498,126,192]"
826,Eda,"[363,-935,3536,-460]"
826,Lavka,"[1118,-854,2335,-44]"
826,Market,"[44,-82,-875,-347]"
826,Taxi,"[2299,867,101,440]"
827,Drive,"[1484,1124,-1808,-959,-318,802,-33,-194,-1049,2895,-97,-5677,-171,391,-424,-993,537,-874,-500,1009,-143,1911,833]"
827,Eda,"[-979,-2577,-2703,203,-520,1105,1901,-82,2393,908,-1181,-147,-3581]"
827,Lavka,"[-113,-38,732,806,-1403,-983,-1132,959,54,-366,-1326,55,-184,-710,-1442,1369,157,625,858,585,-701,243,-99]"
827,Market,"[422,-422,-197,38,266,1876,2770,76,-183,1040,632,-178,2215,-1505,176,-487,642,651,577,1913,613]"
827,Taxi,"[-195,401,2101,-191,41,-101,705,183,678,75,1127,-910,1715,-1177,2396,318,116,307,935]"
828,Drive,"[564,2615,83,269,-260,-926,1448,-1448,830,-951]"
828,Eda,"[188,-1227,-697,-43,-467,851]"
828,Lavka,"[82,-17,275,193,163,106,301,-2278,588]"
828,Market,"[-646,-103,-176,1184]"
828,Taxi,"[30,2286,-2065,2278,2,1624,-136,623,-2003]"
829,Drive,"[-251,665,-855,249]"
829,Eda,[-28]
829,Lavka,"[474,887]"
829,Market,"[444,-857]"
829,Taxi,[251]
830,Drive,"[-221,-128]"
830,Lavka,[349]
831,Drive,"[1671,-1358,-1367,-40,-1629,-177,-1895,-378,-187]"
831,Eda,"[2066,-102,115,237,-1715,-17,2318,-286,1576,-36,-889,-1300,504,-236,534]"
831,Lavka,"[41,-224,17,76,346,1018,2393,2208,-361,-159]"
831,Market,"[-661,112,1684,1410,-1076,772,243]"
831,Taxi,"[963,-1465,-562,214,-578,-76,-112,-715,678,-334,1040,-2225,891,32,-1733,1151,2599]"
832,Drive,"[-644,1954,1775,-1875,-529,-308,-2610,805,-540,591,93]"
832,Eda,"[122,-77,1340,413,1604,105,-1211,104,898,491,-541,68,-1395,758,570,56,-37,-32]"
832,Lavka,"[1031,-106,784,-21,-1184,-341,1258,511,4780,-362,-2027,32,497]"
832,Market,"[-326,-423,167,-65,-294,-898,287,468,-113,-477]"
832,Taxi,"[-465,568,-745,224,-1608,27,-578,74,-2623]"
833,Drive,"[-42,366,1420,1007,-46,-1343,-643,671,2307,-1438,-438,171,-1,994,425]"
833,Eda,"[476,-999,728,-665,-419,1792,-152,589]"
833,Lavka,"[1710,-768,-34,-486,362,-3508,1987,493,-289,273,953,432,1905,-692,90,-1076,2024]"
833,Market,"[1805,-235,1205,843,1599,93,-916,-1966,-252,-704,47,29,-709,-1480]"
833,Taxi,"[1188,-352,-2990,-1868,-54,-134,-1976]"
834,Drive,"[-862,-219,3460]"
834,Eda,"[2791,2912]"
834,Lavka,"[-900,-979]"
834,Market,"[-116,1800,2028,-654,-142,772,211]"
834,Taxi,"[220,294,-728,721,-83]"
835,Drive,"[129,-31,-4009,-271,529,-1676,-2258,311,439,-902,-673,6,-260,1458,-153,2352,-186,257,-492]"
835,Eda,"[152,-1370,580,-465,3135,-199,610,1628,884,-357,541,2843,-396,162,-2014,2122,-2127,462,610,368]"
835,Lavka,"[-152,2185,458,369,-315,93,598,-341,-313,-1371,712,86,-4360]"
835,Market,"[1370,2289,-1741,856,128,480,67,-124,119,-70,87,-53,-446,-228,1583,-176,1041]"
835,Taxi,"[-293,1153,271,-1065,-1607,-227,3389,-688,-128,-3636,780,746,1707,286,-757,957,2275,1290,-2116]"
836,Drive,"[790,95,305,2553,130,685,-461,807,349,269,89,46,-250,1050,370,851,-1326,844,698,-1198,51,80,-2077,188,384]"
836,Eda,"[4945,544,-1249,1444,-1924,-125,4,-2055,-1231,-547,4157,-105,-775,-1680,-2089,-162,1512,4087,-275,-1267]"
836,Lavka,"[1871,-1642,-146,-2189,205,-790,-288,-1581,-707,9,-477,418,-1718,165,1727,347,-95,-59]"
836,Market,"[1219,1625,20,9,-693,-208,608,-611,-434,-495,-285,-100,-214,382,36,123,-2,1557]"
836,Taxi,"[860,-3402,1325,2824,-757,508,-88,6244,-1821,-17,-2320,-749,2526,-428,1608]"
837,Drive,"[-111,3237,-508]"
837,Eda,"[883,-4032,1147]"
837,Lavka,"[1815,2622,-102,1008,182,272]"
837,Market,"[-126,193,1540]"
837,Taxi,"[-200,977,1975]"
838,Drive,"[246,-45,-2268,780,949,971,-3049,-1439,-777,-1095,2428,-2206,-2881,9,529,1761,87,-236,996,138,1232,1175]"
838,Eda,"[1879,-657,260,1311,-1049,903,1338]"
838,Lavka,"[-862,268,632,3161,1310,162,23,112,554,480,-1269,508,708,459]"
838,Market,"[663,-2095,582,1552,-4844,-1544,2408,-144,168,-1467,-929,2671,54,-39,577]"
838,Taxi,"[134,1070,33,378,1139,1795,-133,-334,-1960,443,137,253]"
839,Drive,"[1598,407,1211,-1030,-969,142,-618,225,-197,289,-1153,446,170,1066,1421]"
839,Eda,"[-1164,-954,-872,454,1028,67,178,3060,-407,479,329,-383,-653,1188,-1299,2896]"
839,Lavka,"[765,2697,200,-228,-2915,-556,1748,55,-160,1232,948,44,912,-198,-927,-871,-1081,566,957,-270]"
839,Market,"[1170,19,374,-368,-1637,-544,1371,676,-164,97,852,-24,734,-728]"
839,Taxi,"[-1199,406,-2837,87,-387,-754,-1999,3245,-842,4991,1138,875,-385]"
840,Drive,"[424,-3292,182,498,245,2099,472,371,-1229,-311,2144,-315,218,205,-2696,-1068,-1311]"
840,Eda,"[2868,-839,2250,290,-1082,-261,-90,-923,-1350,-671,975,-146,-989,-401,1183,299,3036,2113]"
840,Lavka,"[3473,13,-3051,1496,-1090,-744,680,-762,-796,2035,-475,-28,-1114,-349,117,-2186]"
840,Market,"[1004,837,588,-750,-145,2978,-1636,-54,250,-163,-1152,1943,-2243,597,545,349,1251,-191]"
840,Taxi,"[-959,1558,-920,1888,-310,-699,-1088,-352,-531,1073,-138]"
841,Drive,[660]
841,Eda,"[176,-577]"
841,Taxi,"[92,-92,1486,-1745]"
842,Drive,"[-326,1075,431,-1293,2974,1216,2490,-1543,-1242,761,1408,2750,1941,-734,267,-308,325,-1117,2797,899,-408,1384,2324,-3260]"
842,Eda,"[162,174,2143,-2233,316,310,-1728,-267,-968,-610,-150,-2206,2869,660,1015]"
842,Lavka,"[-162,1238,-2306,1159,-4003,-134,-62,882,603,-1077,-189,-191,-1715]"
842,Market,"[1511,-2,1159,-146,1142,-187,-518,-1385,-759,2092,950,-547,4223]"
842,Taxi,"[152,-1837,-186,764,1713,557,515,-1440,2614,365,4008,35,-2489,-608,-106,311,1148,198,-606,84]"
843,Market,"[712,-712]"
844,Taxi,[541]
845,Drive,"[500,246,3533,-1068,2919,848,460,-340,738]"
845,Eda,"[-830,-2496,-1127,8,-154]"
845,Lavka,"[637,343,2177,2202,-341,767,-992]"
845,Market,"[619,1186,-8]"
845,Taxi,"[6401,2624,39]"
846,Drive,"[1412,-1279,-430,535,794,-2274,148,1107,-503]"
846,Eda,"[1410,-444,943,978,-1140,329,900]"
846,Lavka,"[-300,355,-1242,-695,899,-756,2293,1247]"
846,Market,"[648,-111,-240,-441,344,-44,1211,-136,-899,-883,-492,277,526]"
846,Taxi,"[-384,140,-644,-318,1190,735]"
847,Eda,[-421]
847,Market,[816]
847,Taxi,"[386,338,-449,-1091,1967]"
848,Drive,"[-1482,-849,161,694,-1836,-457,273,2490]"
848,Eda,"[-4,-854,-105,-406]"
848,Lavka,"[4,2402,1045,-366,489,-1055,631,1368,-3372,300,53]"
848,Market,"[1059,-643,151,1804,118,1246,1911,-1450,690,1824,-496,-1252,976,-423,406]"
848,Taxi,"[-187,428,-424,643,355,1087,-1038,-3066]"
849,Drive,"[-91,339,-1685,855,-399,198,-69,385,-922,2787,-253,1254,50,-471,-2880,-104]"
849,Eda,"[-647,76,2392,712,-895,-453,1058,-2313,-1046,-2266,17,76,423,-8,547,-1409,-129,-1010,125]"
849,Lavka,"[-743,212,-1225,3493,393,-68,370,-510,-2,96,-1392,2735,1106,-464,1893,-1365,400]"
849,Market,"[743,3294,1327,-193,-632,-472,1545,-1541,243,231,-881,413,-1581,-760,-325,94,-771,141]"
849,Taxi,"[-553,-277,-1726,1965,-1313,-2622,1327,554,961,1164,-553,1530,-734,4471,5142,-1075,-1865,184,2385]"
850,Drive,"[-214,-1294,329,110,461,1668,78,117]"
850,Eda,"[606,-727,114,668,-243,-587,-261,848]"
850,Lavka,"[1012,494,-1056,331,801,189,-800,257]"
850,Market,"[367,-953,36,135,-2132,100,-127,-315,-171,-576,537,84]"
850,Taxi,"[-157,-210,566,3142,-208,-915,839,-601,3005,482,1012,587,-83,3038,-257]"
851,Drive,"[826,-214,1283,-9]"
851,Eda,"[-85,-1674]"
851,Lavka,"[-1014,-1,999]"
851,Market,"[1577,-563,-775]"
851,Taxi,[153]
852,Drive,"[174,90,1627,-1322,115,84,1296,-985,-1393,1083,423,-71,1013,-343,-490,939,114,49,81]"
852,Eda,"[1416,-52,-457,734,656,809,-590,-118,1142,22,1288,-37,138,77,535,505,105,163,-458,310,-261]"
852,Lavka,"[16,647,107,-19,-74,653,-558,891,-146,388,-100,3158,1030,-2537,-1098,-994,-935]"
852,Market,"[1146,-298,69,7,-2069,-531,-378,50,-1322,-2325,-260,-237,928]"
852,Taxi,"[2253,-292,-381,844,-804,-461,1742,2270,957,-131,-1619,-3969,353,-422,-295,636,-2075,-1324,4040,-1263,633,1885,-1730,252,-1722,-129,-186]"
853,Drive,"[79,-1658]"
853,Eda,"[237,59,2830,166]"
853,Lavka,"[26,553,-1739,-165]"
853,Market,"[-28,-3849,-1366,-42]"
853,Taxi,"[4028,675,1439,-520,-725]"
854,Drive,"[348,-644]"
854,Eda,"[75,-423,-1054]"
854,Lavka,"[210,-287]"
854,Market,"[2012,-1503,1615,-38,872]"
854,Taxi,"[1625,-1003]"
855,Drive,"[529,286,5296,-1365,279,2725,-240,-282,4078,273,410,857,-665,636,-1021,231,255]"
855,Eda,"[670,-251,484,-1913,-107,-881,-426,-20,-4059,-88,-260,1445,3260]"
855,Lavka,"[-1623,-1255,332,-169,672,-131]"
855,Market,"[-585,-753,1327,3849,-673,-1134,583,1448,-191,855,-365,637,-326]"
855,Taxi,"[-7,1613,308,730,1666,-606,-723,642,204,-989,-1506,1374,-2383]"
856,Drive,"[-732,4234,-368]"
856,Eda,"[282,1949,-1612,4670]"
856,Lavka,[113]
856,Market,[1240]
857,Eda,[552]
858,Eda,[1452]
858,Lavka,"[-934,414,-414]"
858,Market,[-198]
858,Taxi,"[-320,3080]"
859,Drive,"[366,1756,-176,1096,-402,68,-461,884,2301,-529,809,1440,582,-1025,1058,1210,758,-445,-549,1277,-175,-3904]"
859,Eda,"[410,690,-667,520,1246,480,-386,2244,-2582,1131,-760,335,-324,1203,631,1497,-325,436,776,-524,-834,758,8]"
859,Lavka,"[267,-267,3878,1171,1871,-22,707,-588,-264,-2183,6,-460,706,647,-340]"
859,Market,"[-366,-681,350,3111,-792,-475,1550,-1099,-546,221,-460]"
859,Taxi,"[-330,-179,-300,-1764,101,929,-37,-55,-89,1328,86,-350,-3637,546,558,414,-1216,1285,-1192,-341,-69,-1223]"
860,Drive,"[1422,-623,-110,900]"
860,Eda,"[391,-356,556,-1308,-615,-1271,502,400,610]"
860,Lavka,"[636,-932,92,676,-1456,-223,101,581,541,-63,-7,-775]"
860,Market,"[-2058,624,844,-710,299,1199,-643,1952,-95]"
860,Taxi,"[104,2080,-424,1189,-630,397,4]"
861,Drive,"[1477,82,206,991,1029,4217,2827,1590,901,-927,-357,236,-686,-461,-109,2623,-1136,226]"
861,Eda,"[2498,-376,-433,117,2996,-1852,416,-2441,239,-659,508,162,-180,-587,-244,2077]"
861,Lavka,"[719,532,-1039,2132,-1784,470,-775,3438,1371,-1501,-2042,-1165,5,-418,-1349,208,-3,-1066,1984,-92,1000,-271]"
861,Market,"[990,2410,-991,-3932,2900,-427,839,-174,-415,1070,1284,-151,-1972,1800,765,21,-35,-817,-552,-813,1844,394,266,-229,397,857]"
861,Taxi,"[2855,-324,-601,-1267,454,1113,606,844,-650,854,-1757,-1009,669,2082,-3583,-187,3260,-1053]"
862,Drive,"[5,2146]"
862,Eda,"[1648,-1708,41,2554,-917]"
862,Market,"[-324,379,-41]"
863,Drive,"[771,186,1046,-850,2000,1324,-392,706]"
863,Eda,"[-34,-299,1579,258,315,66,641,-1313,158,3574]"
863,Lavka,"[-737,1661,-43,-536,-472,-52,22,966]"
863,Market,"[-81,-292,4104,-1445,-908,2835]"
863,Taxi,"[1334,30,-64,28,176,-632,3128]"
864,Drive,[295]
865,Drive,"[2105,2434,-10,7480,-2788,1369,-60,852,-376,-702,1716,1041,531,-1147,1230,-536,-332,130,616]"
865,Eda,"[-2175,510,961,762,-4896,1898,-837,1416,484,1064]"
865,Lavka,"[-1110,1344,-1067,-470,-521,-2689,-375,471,656]"
865,Market,"[77,1989,-928,-130,1394,-4461,1217,-162,-282,-1492,-95,-602,-361,2458]"
865,Taxi,"[-2426,205,68,4209,-352,-296,-1481,-421,806,114,-93,-252,-1699,-436,-138,237,254,-1023,-733]"
866,Drive,"[157,68,-34,2142,1418,1733,872,-98,-164,678,789,1391,-122,1156,-151]"
866,Eda,"[730,-926,-68,2040,-968,288,2287,81,1010,629,66,-687,-566,765,-222]"
866,Lavka,"[242,34,105,-464,-1010,49,-1454,2978,778,-688,687,-54,-461,-1067,-425,131,-2134]"
866,Market,"[-76,-196,-877,3133,-101,-1021,854,738,154,-37]"
866,Taxi,"[257,1622,-2082,199,-215,-432,-541,1363,1101,-559]"
867,Drive,"[-5,576,458,-513,1376,-40]"
867,Eda,"[2244,-140,1349,558,600,32,-398,354]"
867,Lavka,"[114,1039,2090,-875,-117,-597,102,16,-2798,651,-440,496,-1423,-1209]"
867,Market,"[5,1866,1042,304,-1141,-468,1159,-1143,-361,-1944]"
867,Taxi,"[1599,-3250,452,-4135,421,-437,563,420,878,1024]"
868,Drive,"[-193,-339,-161,694,1148,-555,391,408,961,-2244,-965,-290,1358,489,823,-208,-499]"
868,Eda,"[670,-125,-1944,-781,161,-55,-1543,-481,119,-306,-719,-270,-297,3029,-2810,-805,-21,-1133,-494,-123,-1394,499,391]"
868,Lavka,"[1726,-350,1115,547,-1353,1613,-2607,-387,533,-533,297,2443,2899,-285,-398,-876,-965,-88,249,-699]"
868,Market,"[579,-402,-503,1206,3047,994,-4,1410,-138,621,-270,216,206,-4,1379,-55,-1260,290]"
868,Taxi,"[214,-214,687,-1345,-1569,306,-691,851,719,986,-1051,-656,1365,-417,-612,1605,645,-3382,-38,18]"
869,Drive,"[2256,-601,400,-587,88,-88,304]"
869,Eda,"[39,-1691,-227,-7]"
869,Lavka,"[424,1075,404,1497,322,455]"
869,Market,"[-2680,421,-501,-400,420,227,-448]"
869,Taxi,"[681,-1479,87]"
870,Drive,"[-384,374,2185,-212,-10,224,-169,-860]"
870,Eda,"[-248,736,-908,394,-449,457,313,-862,-12,54,-54,35]"
870,Lavka,"[112,-829,404,168,1172,-4862,169]"
870,Market,"[248,-402,-245,-790,212,233,-876,4198]"
870,Taxi,"[402,1004,-105,-514,-648,-786,281,25,-35,860]"
871,Drive,"[-1784,-415,-617,-783,-476,67,539,-14,222,-3998,-691,-583,-443,-92,379,1949,412,2173,1021,-1460,1378,-412,-2717]"
871,Eda,"[493,4931,368,697,-384,959,2028,-1132,-665,473,-897,3216,350,1401]"
871,Lavka,"[152,-335,715,1158,-1531,1349,-210,718,252,19,1615,204,32,521,2380]"
871,Market,"[2416,1898,-2,-454,-2355,601,788,118,690,475]"
871,Taxi,"[1219,27,49,1597,-226,-2529,27,-1163,-1321,3095]"
872,Drive,"[2662,153,814,-3326,-198]"
872,Eda,"[360,427,-47,1392,2312,-869,888,-88,341,767,-794,1560]"
872,Lavka,"[287,153,-453,827,-944,-2257,-1134,-2158,1460]"
872,Market,"[-944,14,580,3946,-2012,298,1628,849,-1087,1876,156,-15]"
872,Taxi,"[-130,173,1680,1397,865,-1201,-1754,284,-1031,-1511,-19]"
873,Drive,"[656,1818,52,170,-51,548,117,777,2136,-532,-60,31,2880,772,41]"
873,Eda,"[975,258,-2609,985,-643,599,1223,-530,-1196]"
873,Lavka,"[-486,97,46,877]"
873,Market,"[2288,154,-2376,314,-742,1038,-552]"
873,Taxi,"[1339,-535,-424,1712,-2481,765,-190,610,-310,127,-366,292,15]"
874,Drive,"[669,1755,-938,179,445,-557,651,672]"
874,Eda,"[939,16,-817,-1660,-947,2423,1071]"
874,Lavka,"[504,134,445,-493,314,-2082,312,1027]"
874,Market,"[43,2377,108,1543,1096]"
874,Taxi,"[82,-568,-129,2515,-13,-369,437,-264]"
875,Drive,"[-1325,262,285,-228,-42,-1231,-540,-3035,-668,140,-67,-417,-2415,1477,-1052,-141,619]"
875,Eda,"[800,-1336,-117,7244,-157,486,-500,-220,218,-370,-40,-213,-1312]"
875,Lavka,"[343,325,65,1778,-173,172,-302,250,-805,-158,2118,2952,488,-1021,-1151,1021,-2,569,-122,693,153]"
875,Market,"[1374,210,-813,158,2534,-736,920,-21,475,-173,-220,-1434,-1683,897]"
875,Taxi,"[2378,-319,-1726,-1056,714,793,1007,-2449,298,-505,-949,5,577,-2875,990]"
876,Drive,"[-1201,383,1133,-779]"
876,Eda,"[-957,624,-475,609,-945,1190,177,675]"
876,Lavka,"[303,1885,-393,-263,1949,107,-196,1108,-997,-464,1012,566]"
876,Market,"[533,3564,-2207,3242,1128,-1172,-342]"
876,Taxi,"[365,10,539,-16,-441,-730,-3002,227,-368,-510]"
877,Drive,"[-41,-563,2304,1624,1167,914,551,-30,1557,-1213,2,536,441,1665,1137,417,443,528]"
877,Eda,"[-1720,-3366,-820,162,699,-238,-748,-2,835,1255,-1333]"
877,Lavka,"[1077,378,-2245,-2061,730,-161,-167,-5038,3692]"
877,Market,"[41,-514,574,-52,3406,-1267,-172,788,32,-110,79,1703,-923,-780,377,-234,-246]"
877,Taxi,"[-574,-21,-142,-60,-427]"
878,Drive,"[403,1363]"
878,Eda,"[-271,291,-253]"
878,Lavka,"[870,224,985,-6,-87,250]"
878,Market,[290]
878,Taxi,"[-994,-395,-854,-203]"
879,Drive,"[-359,448,-157,-848,2811,2450,690,-2540,-316,1226,806,-46,-642,-310,-133,-591,-716,-74]"
879,Eda,"[-545,1616,463,-2171,903,-17,97,1787,152,822,-271,-359,-194,-383]"
879,Lavka,"[-303,1419,3403,243,-527,-1243,-2714,364,1065,-31,92,846,-1862]"
879,Market,"[198,91,877,18,616,1938,130,189,3426,2529,-2357,1104]"
879,Taxi,"[1207,246,251,3866,935,-50,-1186,-214,650,-386,-783,3379,-2574,-2244]"
880,Drive,"[583,2268,-195]"
880,Eda,"[1962,300,-933,-636,-2529,144,-1394,141]"
880,Lavka,"[1826,-144,182,-176,652,-1281]"
880,Market,"[155,1239]"
880,Taxi,"[-2646,3294,-1281]"
881,Drive,"[910,-2711,-1280,970,-641,-574,1004,455,3527,446,41,-91,-121,138,-792,85,414]"
881,Eda,"[1104,-678,621,-1802,116,811,577,-293,1000,1130,-1963,-536,3775,-125,573,-142,1145,2211,147,282,-3122,1046]"
881,Lavka,"[226,1076,1160,-1160,298,236,2520,-773,-1622,336,-521,1718]"
881,Market,"[-652,436,-41,12,1843,-25,1572,890,-379,109,1744,3433,-742,289,-1946,-925]"
881,Taxi,"[1994,11,267,514,2259,-240,-436,2327,1368,-3917,1629,802,153,374,-796,753,-241,1024,849]"
882,Drive,"[3663,-111,-284,1500,456,-1958,-91,1478,466,-276,-1937,-260,1268,135,-299,650,-1075,5577,3301,306,1973,1928]"
882,Eda,"[281,4302,13,98,-3747,419,531,-246,1358,-617,-1239,-129,-1609]"
882,Lavka,"[516,4863,-219,362,-1301,-48,1697,1244,-1441,-129,1094,314,-1752,-643,-330,4,1081,504,-1770,-692]"
882,Market,"[608,-709,33,-246,1999,1088,379,178,-742,212,-194,-2567,260,702,189,-165,4278]"
882,Taxi,"[-889,-1827,-137,-468,-683,831,-1652,817,1677,-4834,578,398,-68,1419]"
883,Drive,"[-1263,-748,-73,20,156,1227,360,1593,1808,-1042,627,-314,189,85,-3377,1620,-2552,240]"
883,Eda,"[200,-178,-123,-767,1801,-1102,834,1810,3726,-241,602]"
883,Lavka,"[1023,612,-1686,401,2020,-73,-3,178,-355,-1544,-3150,219,-1754,231,81,-589,-1951,1367]"
